customer_id,churn
a8cfed4379972f41e730a31a5c500e9ed2592374761b09b1a7ab44bf68108050,0
d231e6c6dfd09290c16f640288edcd0ec5de526681c5e84b7e0d9874c8174ed6,0
787d994dc6e133f5711414ac7959d3263af560f19dd63440efbb81f7a73f88c2,0
db2a28328e3b7fc2684b7fc75838e45f5090c944ab8e8ed3e7254ffa0d3592da,0
2553072766402979a00e89a9413f4fc5a46e3d8f3e7d18e11f3eb745d46c28e7,0
a9db17ab211dd12baba9d89e0f9916bb800bfc1a814cac1d3750389e2f9e909c,0
0fb721c83a9e5f6846c1692e85f658b1ba7cca178aadd5b1bdcc7065682ea6f5,0
89ac92b4b7a98e8728008e91c69c0dcbc5812e8bf695ef340a4f1b791ae2ffb5,0
8d9206f694fbe93010597285bc425ce18abc9f364e77df1575a683c863342994,0
22ad5ac5d82b27167ca7399305937e54782c8b65dcf6fcb9d2ddf4c5e6e8c845,0
cf457bafff4ab4f5d362e61675cbbc1f0248a31f50b24f47f53adf7e25e64c39,0
a0b7b5d23972d3229c095a47f343d5a5205f0d9b647c4524596df1a3a82d511c,0
80ec5e734737edcf9e8284a291d925e80158c582729f1708a5ea1c00b18988f8,0
f0580bb481b780a2c738d76a4c481953272918e64326f2fcfc9c4d5cb98e06f6,0
1267f27f7ab1e94b18dd405b1e9acba9bb6791052874c0163674fd9133fe57e6,0
eb66efcc2926068da0f669f7df33cefa479fdb94a2fdf59c530e53c6605cb21f,0
cb57f03a29670cac9cb70b51f9eafda9e09a11e61460501de7aec706edcc4dbf,0
b25f0e23927bfa3279a1e9ba0affd33f16ce3eb0d15d81360dff642dbf02634f,0
9f5e1d5fa66301befb3b30e96b95be417d1fe5272bf8885bea55c00632cb4ff5,0
b2e71a410aae52f4c7cd1863cf00a7b7758e33a91892290fe0c02386bd31dbb1,0
cc9064190fd51bb40d991b385dff865db24e15a1b2ca64dd56b6c796e24f308e,0
7c4a843f2362d0dedbe02910bc5fada4e11f2995d73c0f4b66277dd4554faf7d,0
7694a7d05d7b138ce39fcaa0838ad97d8cd8ed93fc0ac909cfa5596f2b035e5a,0
538c56f9f3afcda61bfb4325a0241deffbb2c8352b497e0cf39a029659d3dfdb,0
17fddf130b8d9e2f80b3b854ab109c8f22d61fdb6cf4da5c39eb24b0199c15a1,0
672645267b8f63b6f53235fba5508f8be9c02f690395e7d37ce0cef2a5de6cb5,0
e10385764fd93fe6dbeecca961d391c82dfda170d699761d40a34c15c559768a,0
58d6d0861aaa86bb5c5aecc06d083f35c2aeb7fe70335310cb3b12b09ada78a8,0
a853e645689f22f542181542f87dc2b4e4c60a4183ce99292059fa42dd03eb7d,0
28b3459bf47df6dfaf1328ad650c1bf7300d23d91d6328b2abf05c958c6b3de8,0
4200bd6b067c12a0be716d6ace9fffc0b0d5e03af58aa7ebd304a8ec7c02e455,0
d32217ae04c898404d5e04c45754607ecfeac93bdfedb50d577e521bfba1bc1a,0
182ff7b8258a7081dbb353c251caf369b7eede6563cc534dc1b09135c7f28abd,0
c1b3c7a623c4f8b52851893eff34fd8a6ca2922645188d91523b1e7a05da336c,0
6661c0f9f2a023383b628e1e495d680567ac293fc4ccb752b7c2edd41e9802a7,0
f2b628d9a3f22bb7144e26d883031201e90f66064809596a269d3ac9e0b426b0,0
627e649118e61c1e879c1cfba2f18d453553c7cc21c0a0d47f411506f16a0fff,0
d63c473608ae6ee8f281275915ac11e5000d45ee0dec8f0677e0f6eb67862662,0
c38b73ee4949f9cb0de61ffcd2ba845ec0ae85463c8cbb6c5ea7fa0417d5bedf,0
02f6f9313dbcb8a37864af3a5555aecf96b12ff45ac92ca20cc80f2c97a34505,0
c9ee88fc812c57f10526f73d3eb4b4d0fb163a2944dd89170cc41519b232a821,0
06f3bf139f1a39b53f1340ce0b4fd058ac7c1ef8e7a5b2a276e43ace57da9069,0
44ce7bb4a19e2460de9acf1368f8a75ee5a2f5a0a13d5fabf6e81ed2379136d5,0
939503af1a31f072d4fe18d69cdd5c0edf95392aa5c02a224174522c62311f69,0
7d0ff039ef85b49e37713a8c05d75a2ae928684fe3edda0da36fb4a535bf9b73,0
f1d273aee0fbae1a63508058213c56626f6b4ca225c696def86da203ef3fc2e9,0
0003dbd80ea9a5fb7a2efabdb984c5fa75450cda717e39853758fb19531a663b,0
6fd467ed97651fffb6f0911498e674a094f221a4e6989103b35154043c16fc2e,0
fdc02de4699c9cf5ca7fe377c3eb004247e661c14a011ee7313986a10565b61a,0
7186431782fedc87980db5006fb9a932c21de26baa655bef94c78f462c8a8f01,0
dcda0e0e6b0b005eafe9d97e4d9ddb04f76615d8d3f464935497725518b4f8f3,0
71b84f1d1fd61ef174624759c784f13b7a763ef4a9b00e9c622c9a240344c06b,0
da8b2e2b599b54f2b99e9d37495258da12c605da1fa73b63b8d73f6c01d62086,0
14f98126bdc2bec7b5e31cc19da57cb047b2861375ee5d45c17009485cd3ca34,0
b425372697eda6bd808373e86f9c231abdbc5c0d3471c52b5f22c6ee955d6046,0
ab300165adb70ea7e9eb8955de5b67f918de1be6de122a1f0cd871697acd8386,0
caac9ebd7d873e825d4285f43a7ec6934b5a92d2755dc4aa196c7e0ebbe38a5f,0
803df105a9acb8b90320619db4adae84f43fb4e008da98c1e5a3925b474bd5a3,0
0db1eef36dd0d91e9cf0f3be7df0444f074d125af4b59fc37aaf025566197f06,0
d2fadd6b7ce86ea8cbe142ad4c197e91cb2e2f4cfed5e00a86979d732bf2f7c4,0
0edf967dd61a3b5de1274afd251cfc097978c607bda0920f57ca13889264606b,0
1fda3fcff6b059df66cacbbcbb2d76916710d6eb4181a8ddc516c88edac91269,0
e5e944f3463930c5f4e39b19582f3d3c4a33b7740eb4293bd4d9b0db4e1a27ce,0
ec107ef08af4f11f678fcc8e4a6a9094a5bfd1f5b18f5df1eff34c32806551e5,0
f129d0d50584d36401df0b45eea4c0ba9f555361bc8036a8ea4c70a11923a651,0
ddb96cbc0519f89b08d299140b04c7a5c3f54ce3602082c16d9bfde3b5fdc806,0
977686276cc1c8f2c3092d692c7846248c578ee853d305ff94ffb3392bb797c4,0
2f216294a49f16c898e98484184ad7029d885d5fd726ddc06169cf0f6b5a21bd,0
